name,image_link,state,category,latitude,longitude,city
"Maywood City Hall, Slauson & NE Fishburn, Maywood, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/00900/00977v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Auditorium, Bakersfield City School District, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/00900/00978v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Central Fire Station, 21st & H, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/00900/00979v.jpg,CA,Gas Station,35.3738712,-119.019463,Bakersfield
"Post Office, Sycamore Street, Willows, California",https://cdn.loc.gov/service/pnp/mrg/01000/01001v.jpg,CA,Other,39.5233276,-122.193531,Willows
"Memorial Park Building, Main Street, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/01000/01003v.jpg,CA,Park,36.3302284,-119.292058,Visalia
"Veteran's Memorial Building, angle 1, Route 56, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/01000/01004v.jpg,CA,Historical Building,40.4162842,-120.653006,Susanville
"Veteran's Memorial Building, angle 2, Route 56, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/01000/01005v.jpg,CA,Historical Building,40.4162842,-120.653006,Susanville
"City Hall, angle 1, Lindsay Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/01000/01006v.jpg,CA,Other,37.9577016,-121.290779,Stockton
"City Hall, entrance, angle 2, Lindsay Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/01000/01007v.jpg,CA,Other,37.9577016,-121.290779,Stockton
"City Hall, angle 1, Broadway & Cook Street, Santa Maria, California",https://cdn.loc.gov/service/pnp/mrg/01000/01008v.jpg,CA,Other,34.9531295,-120.435857,Santa Maria
"City Hall, angle 2, Broadway & Cook Street, Santa Maria, California",https://cdn.loc.gov/service/pnp/mrg/01000/01009v.jpg,CA,Other,34.9531295,-120.435857,Santa Maria
"City Hall, angle 3, Broadway & Cook Street, Santa Maria, California",https://cdn.loc.gov/service/pnp/mrg/01000/01010v.jpg,CA,Other,34.9531295,-120.435857,Santa Maria
"City Hall, Main Street, Santa Monica, California",https://cdn.loc.gov/service/pnp/mrg/01000/01011v.jpg,CA,Other,34.0194704,-118.491227,Santa Monica
"Post Office (then an antiques mall), Petaluma Boulevard, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/01000/01012v.jpg,CA,Other,38.2325829,-122.636465,Petaluma
"City of Novato Community Development Building, Sherman Avenue, Novato, California",https://cdn.loc.gov/service/pnp/mrg/01000/01013v.jpg,CA,Historical Building,38.1061979,-122.5681191,Novato
"Street view, Solvang, California",https://cdn.loc.gov/service/pnp/mrg/01000/01066v.jpg,CA,Other,34.5960774,-120.1381144,Solvang
"Street view 2, Solvang, California",https://cdn.loc.gov/service/pnp/mrg/01000/01067v.jpg,CA,Other,34.5960774,-120.1381144,Solvang
"Soft Water Wash, Main Street, Ocean Park, California",https://cdn.loc.gov/service/pnp/mrg/01000/01069v.jpg,CA,Park,34.0022327,-118.4836879,Ocean Park
"Harris Department Store, angle 2, E Street, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/01000/01070v.jpg,CA,Retail,34.8253019,-116.0833144,San Bernardino
"Thrift Store, Baseline [i.e. Base Line] Street, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/01000/01071v.jpg,CA,Retail,34.8253019,-116.0833144,San Bernardino
"Lanmart [i.e. Lan Mart] Building (1911), Petaluma Boulevard, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/01000/01072v.jpg,CA,Historical Building,38.2325829,-122.636465,Petaluma
"Gift Shop (redwood), Route 101, Orick, California",https://cdn.loc.gov/service/pnp/mrg/01000/01073v.jpg,CA,Retail,41.2867896,-124.0597937,Orick
"Retro deco building, Route 41, Morro Bay, California",https://cdn.loc.gov/service/pnp/mrg/01000/01074v.jpg,CA,Historical Building,35.3658075,-120.849901,Morro Bay
"Pacific Boats, 1927 [i.e. 1427] Long Beach Boulevard, Long Beach, California",https://cdn.loc.gov/service/pnp/mrg/01000/01075v.jpg,CA,Other,33.7690164,-118.191604,Long Beach
"Model Drive In Cleaner, angle 1, 25th & Long Beach Boulevard, Long Beach, California",https://cdn.loc.gov/service/pnp/mrg/01000/01076v.jpg,CA,Theater,33.7690164,-118.191604,Long Beach
"Model Drive In Cleaner, angle, 25th & Long Beach Boulevard, Long Beach, California",https://cdn.loc.gov/service/pnp/mrg/01000/01077v.jpg,CA,Theater,33.7690164,-118.191604,Long Beach
"Repp & Mott Auction House, angle 1, 2501 E. Anaheim Street, Long Beach, California",https://cdn.loc.gov/service/pnp/mrg/01000/01078v.jpg,CA,Historical Building,33.7690164,-118.191604,Long Beach
"Repp & Mott Auction House, angle 2, further away, 201 E. Anaheim Street, Long Beach, California",https://cdn.loc.gov/service/pnp/mrg/01000/01079v.jpg,CA,Historical Building,33.7690164,-118.191604,Long Beach
"Boulevard Furniture, El Cajon Boulevard, El Cajon, California",https://cdn.loc.gov/service/pnp/mrg/01000/01080v.jpg,CA,Other,32.7947731,-116.962526,El Cajon
"Ruth [i.e. Roth] Draperies, Beverly Boulevard, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01000/01081v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"R & R Blue Print Company, 1227 Avalon Boulevard, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/01000/01082v.jpg,CA,Other,33.7800164,-118.262509,Wilmington
"Foodman Market, Pacific Coast Highway, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/01000/01083v.jpg,CA,Other,33.7800164,-118.262509,Wilmington
"Gilbert 5 10 25, 1st [i.e. I Street] & Avalon Boulevard, Wilmington, California",https://cdn.loc.gov/service/pnp/mrg/01000/01084v.jpg,CA,Other,33.7800164,-118.262509,Wilmington
"Storefront, Rose Avenue, Venice, California",https://cdn.loc.gov/service/pnp/mrg/01000/01085v.jpg,CA,Retail,33.995044,-118.4668875,Venice
"Windecor, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/01000/01086v.jpg,CA,Other,34.4458248,-119.0779359,Ventura
"Ritz Building (1940), Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01000/01098v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Kofopilau, 2nd Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01000/01099v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Commercial building, 123 F Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01100v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Commercial building, angle 1, 123 F Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01101v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Commercial building, detail 1, 123 F Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01102v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Carson Block (1892), Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01103v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Harris Department Store, stair detail, E Street, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/01100/01104v.jpg,CA,Retail,34.8253019,-116.0833144,San Bernardino
"Commercial building, straight on, Fifth Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01105v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Commercial building, 2nd & F Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01106v.jpg,CA,Historical Building,40.8018746,-124.1707558,Eureka
"Graystone Distinctive Jewelry, 2nd & F Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/01100/01107v.jpg,CA,Other,40.8018746,-124.1707558,Eureka
"Gavett Studios, 5512 Adams Avenue, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/01100/01108v.jpg,CA,Other,32.7174202,-117.162772,San Diego
"Ralph Kuettel Pianos, Olive Avenue, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/01100/01109v.jpg,CA,Other,36.7394421,-119.78483,Fresno
"Chuck's Billiards, 1601 Manchester, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01100/01110v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Big Town Food Center, Pico & La Cienega, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01100/01111v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Heard's Market, Route 395, Litchfield, California",https://cdn.loc.gov/service/pnp/mrg/01100/01112v.jpg,CA,Other,40.3826772,-120.387163,Litchfield
"The Flower Shop (reused gas station), horizontal, Vanderhurst Street, King City, California",https://cdn.loc.gov/service/pnp/mrg/01100/01113v.jpg,CA,Gas Station,36.2135291,-121.1247365,King City
"The Flower Shop (reused gas station), vertical, Vanderhurst Street, King City, California",https://cdn.loc.gov/service/pnp/mrg/01100/01114v.jpg,CA,Gas Station,36.2135291,-121.1247365,King City
"Woolworths, 3200 Lankershim Boulevard, North Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01100/01115v.jpg,CA,Other,34.1649502,-118.374752,North Hollywood
"American Kleaner, E. 21st Street, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/01100/01116v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Easton's Gym, Beverly Boulevard, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01100/01118v.jpg,CA,Other,34.0536909,-118.242766,Los Angeles
"Liquor store, Orange Avenue, Coronado, California",https://cdn.loc.gov/service/pnp/mrg/01100/01119v.jpg,CA,Retail,32.6915199,-117.1766947,Coronado
"Woolworth's Antique Mall, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/01100/01120v.jpg,CA,Other,35.3738712,-119.019463,Bakersfield
"Bahn's Jewelers, horizontal, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/01100/01121v.jpg,CA,Other,34.4458248,-119.0779359,Ventura
"Bahn's Jewelers, vertical, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/01100/01122v.jpg,CA,Other,34.4458248,-119.0779359,Ventura
"Disabled Vets Thrift Shop, 649 San Fernando Road, Burbank, California",https://cdn.loc.gov/service/pnp/mrg/01100/01123v.jpg,CA,Retail,34.1812089,-118.307201,Burbank
"Snyder Surplus, 725 San Fernando Road, Burbank, California",https://cdn.loc.gov/service/pnp/mrg/01100/01124v.jpg,CA,Other,34.1812089,-118.307201,Burbank
"Henne's Homemade Candy, Ice Cream, State Street, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/01200/01250v.jpg,CA,Other,39.1501662,-123.2077861,Ukiah
"Milt's Iron Horse Restaurant, Oak Street, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/01200/01264v.jpg,CA,Restaurant,35.3738712,-119.019463,Bakersfield
"Carney's Diner, angle 1, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01200/01265v.jpg,CA,Restaurant,34.0980031,-118.329523,Hollywood
"Carney's Diner, closer, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01200/01266v.jpg,CA,Restaurant,34.0980031,-118.329523,Hollywood
"Carney's Express, same place, angle 2, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01200/01267v.jpg,CA,Other,34.0980031,-118.329523,Hollywood
"Bob's Big Boy statue sign, closer view, La Cienega Boulevard, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01500/01582v.jpg,CA,Sign,34.0536909,-118.242766,Los Angeles
"Old Klamath Smoke House & Market sign, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/02300/02394v.jpg,CA,Sign,41.5265092,-124.038406,Klamath
"Legend of Big Foot Gift Shop sign, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02300/02395v.jpg,CA,Sign,40.100569,-123.796139,Garberville
"Grandfather Tree billboard, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02300/02396v.jpg,CA,Other,40.100569,-123.796139,Garberville
"Wheel in mini Mart sign, 24 Hour Art Show, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/02300/02398v.jpg,CA,Sign,33.9090305,-116.7795345,Cabazon
"Grandfather Tree entrance, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02400/02400v.jpg,CA,Other,40.100569,-123.796139,Garberville
"Candy House, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03165v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Mission, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03166v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Seating and landscape, vertical, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03167v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Fountain and haunted house, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03168v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Seating and landscape, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03169v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Mosque, Castle Park Golf, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/03100/03170v.jpg,CA,Sports,33.8398289,-118.3845942,Redondo Beach
"Castle overall, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03175v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Castle overall 2, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03176v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Castle overall 3, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03177v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Watch tower, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03178v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Haunted house, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03179v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Entrance, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03180v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Skeet ball hole, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03181v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Castle overall 4, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03182v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Straight lane hole, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03183v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Square lane hole, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03184v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Two holes view, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03185v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Two holes view 2, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03186v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Stars and moon hole view 1, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03187v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Stars and moon hole view 2, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03188v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Two holes view 3, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03189v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Water, ship and castle overall, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03190v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Stars and moon hole view 3, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03191v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Haunted house, Castle Park Golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03192v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Overall view, Castle Park Golf, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/03100/03193v.jpg,CA,Sports,33.8398289,-118.3845942,Redondo Beach
"16th hole with spire, Castle Park Golf, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/03100/03194v.jpg,CA,Sports,33.8398289,-118.3845942,Redondo Beach
"Entrance, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03195v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"Eiffel Tower, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03196v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"Castle hole, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03197v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"House, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03199v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"Obelisk, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03200/03200v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"Castle hole, view 2, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03200/03201v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"Trading post, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03200/03202v.jpg,CA,Sports,32.7174202,-117.162772,San Diego
"Windmill, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03203v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Lighthouse, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03204v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Castle, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03205v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Two level green, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03206v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Sign, front, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03207v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Sign, back, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03208v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Pine hole marker #16, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03209v.jpg,CA,Sports,40.5863563,-122.391675,Redding
"Windmill, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03296v.jpg,CA,Sports,34.4458248,-119.0779359,Ventura
"Overall 1, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03297v.jpg,CA,Sports,34.4458248,-119.0779359,Ventura
"Overall 2, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03298v.jpg,CA,Sports,34.4458248,-119.0779359,Ventura
"Castle, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03299v.jpg,CA,Sports,34.4458248,-119.0779359,Ventura
"Pueblo house, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03300/03300v.jpg,CA,Sports,34.4458248,-119.0779359,Ventura
"Three podium hole, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03300/03301v.jpg,CA,Sports,34.4458248,-119.0779359,Ventura
"Pump house hole, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03302v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Windmill 1, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03303v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Windmill 2, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03304v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Castle, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03305v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"USA Shuttle, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03306v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Tiger hole, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03307v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Overall, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03308v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Overall, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03309v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Clock tower, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03310v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Mission San Juan view 1, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03311v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Mission San Juan view 2, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03312v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Circular hole with stone wall, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03313v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Circular hole detail, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03314v.jpg,CA,Sports,33.7038145,-117.9627349,Fountain Valley
"Castle Far Away, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03334v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Castle, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03335v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Windmill, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03336v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"U.S. Telegraph, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03337v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Big Ben, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03338v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Star and two patches, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03339v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Star hole, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03340v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Overall view, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03341v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Crazy House, vertical, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03342v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Crazy House, horizontal, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03343v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Concrete decor, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03344v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Six bumpers, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03345v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Lighthouse, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03346v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Lighthouse view 2, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03347v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Chicks, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03348v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Carpet detail, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03349v.jpg,CA,Sports,36.7394421,-119.78483,Fresno
"Entrance, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03300/03379v.jpg,CA,Sports,34.1508718,-118.448986,Sherman Oaks
"Castle, Pomona Valley Golf, 7th Street, Upland, California",https://cdn.loc.gov/service/pnp/mrg/03300/03383v.jpg,CA,Sports,34.09751,-117.6483876,Upland
"Boulder, Castle Amusement Park mini golf, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03400/03481v.jpg,CA,Sports,33.9824949,-117.374238,Riverside
"Old Klamath Smoke House and Market, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/03500/03532v.jpg,CA,Historical Building,41.5265092,-124.038406,Klamath
"Brontosaurus, Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/03500/03562v.jpg,CA,Museum,33.9090305,-116.7795345,Cabazon
"Legend of Big Foot Gift Shop, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/03500/03575v.jpg,CA,Retail,40.100569,-123.796139,Garberville
"Pumpkin sign, Route 99, Dairyville, California",https://cdn.loc.gov/service/pnp/mrg/03500/03579v.jpg,CA,Sign,40.1298788,-122.1211032,Dairyville
"Brontosaurus back view, Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/03600/03608v.jpg,CA,Museum,33.9090305,-116.7795345,Cabazon
"Paul Bunyan and Babe angle 1, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/03600/03626v.jpg,CA,Other,41.5265092,-124.038406,Klamath
"Three cabins, Wigwam Village #7, Route 66, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/03700/03722v.jpg,CA,Historical Building,34.1064001,-117.3703235,Rialto
"Giant artichoke, Horizontal, Route 183., Castroville, California",https://cdn.loc.gov/service/pnp/mrg/03700/03757v.jpg,CA,Other,36.7657904,-121.758005,Castroville
"Lighthouse at Neighborhood Church, Route 101, Orick, California",https://cdn.loc.gov/service/pnp/mrg/03700/03787v.jpg,CA,Historical Building,41.2867896,-124.0597937,Orick
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03861v.jpg,CA,Historical Building,34.4221319,-119.702667,Santa Barbara
