name,image_link,state,city,latitude,longitude
"The Flower Shop (reused gas station), vertical, Vanderhurst Street, King City, California",https://cdn.loc.gov/service/pnp/mrg/01100/01114v.jpg,California,King City,36.2135291,-121.1247365
"Woolworths, 3200 Lankershim Boulevard, North Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01100/01115v.jpg,California,North Hollywood,34.1649502,-118.374752
"American Kleaner, E. 21st Street, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/01100/01116v.jpg,California,Bakersfield,35.3738712,-119.019463
"Easton's Gym, Beverly Boulevard, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01100/01118v.jpg,California,Los Angeles,34.0536909,-118.242766
"Liquor store, Orange Avenue, Coronado, California",https://cdn.loc.gov/service/pnp/mrg/01100/01119v.jpg,California,Coronado,32.6915199,-117.1766947
"Woolworth's Antique Mall, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/01100/01120v.jpg,California,Bakersfield,35.3738712,-119.019463
"Bahn's Jewelers, horizontal, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/01100/01121v.jpg,California,Ventura,34.4458248,-119.0779359
"Bahn's Jewelers, vertical, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/01100/01122v.jpg,California,Ventura,34.4458248,-119.0779359
"Disabled Vets Thrift Shop, 649 San Fernando Road, Burbank, California",https://cdn.loc.gov/service/pnp/mrg/01100/01123v.jpg,California,Burbank,34.1812089,-118.307201
"Snyder Surplus, 725 San Fernando Road, Burbank, California",https://cdn.loc.gov/service/pnp/mrg/01100/01124v.jpg,California,Burbank,34.1812089,-118.307201
"Henne's Homemade Candy, Ice Cream, State Street, Ukiah, California",https://cdn.loc.gov/service/pnp/mrg/01200/01250v.jpg,California,Ukiah,39.1501662,-123.2077861
"Milt's Iron Horse Restaurant, Oak Street, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/01200/01264v.jpg,California,Bakersfield,35.3738712,-119.019463
"Carney's Diner, angle 1, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01200/01265v.jpg,California,Hollywood,34.0980031,-118.329523
"Carney's Diner, closer, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01200/01266v.jpg,California,Hollywood,34.0980031,-118.329523
"Carney's Express, same place, angle 2, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/01200/01267v.jpg,California,Hollywood,34.0980031,-118.329523
"Bob's Big Boy statue sign, closer view, La Cienega Boulevard, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/01500/01582v.jpg,California,Los Angeles,34.0536909,-118.242766
"Old Klamath Smoke House & Market sign, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/02300/02394v.jpg,California,Klamath,41.5265092,-124.038406
"Legend of Big Foot Gift Shop sign, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02300/02395v.jpg,California,Garberville,40.100569,-123.796139
"Grandfather Tree billboard, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02300/02396v.jpg,California,Garberville,40.100569,-123.796139
"Wheel in mini Mart sign, 24 Hour Art Show, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/02300/02398v.jpg,California,Cabazon,33.9090305,-116.7795345
"Grandfather Tree entrance, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/02400/02400v.jpg,California,Garberville,40.100569,-123.796139
"Candy House, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03165v.jpg,California,Riverside,33.9824949,-117.374238
"Mission, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03166v.jpg,California,Riverside,33.9824949,-117.374238
"Seating and landscape, vertical, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03167v.jpg,California,Riverside,33.9824949,-117.374238
"Fountain and haunted house, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03168v.jpg,California,Riverside,33.9824949,-117.374238
"Seating and landscape, Castle Amusement Park mini golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03169v.jpg,California,Riverside,33.9824949,-117.374238
"Mosque, Castle Park Golf, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/03100/03170v.jpg,California,Redondo Beach,33.8398289,-118.3845942
"Castle overall, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03175v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Castle overall 2, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03176v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Castle overall 3, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03177v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Watch tower, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03178v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Haunted house, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03179v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Entrance, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03180v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Skeet ball hole, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03181v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Castle overall 4, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03182v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Straight lane hole, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03183v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Square lane hole, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03184v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Two holes view, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03185v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Two holes view 2, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03186v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Stars and moon hole view 1, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03187v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Stars and moon hole view 2, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03188v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Two holes view 3, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03189v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Water, ship and castle overall, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03190v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Stars and moon hole view 3, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03100/03191v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Haunted house, Castle Park Golf, Polk Street, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03100/03192v.jpg,California,Riverside,33.9824949,-117.374238
"Overall view, Castle Park Golf, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/03100/03193v.jpg,California,Redondo Beach,33.8398289,-118.3845942
"16th hole with spire, Castle Park Golf, Redondo Beach, California",https://cdn.loc.gov/service/pnp/mrg/03100/03194v.jpg,California,Redondo Beach,33.8398289,-118.3845942
"Entrance, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03195v.jpg,California,San Diego,32.7174202,-117.162772
"Eiffel Tower, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03196v.jpg,California,San Diego,32.7174202,-117.162772
"Castle hole, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03197v.jpg,California,San Diego,32.7174202,-117.162772
"House, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03100/03199v.jpg,California,San Diego,32.7174202,-117.162772
"Obelisk, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03200/03200v.jpg,California,San Diego,32.7174202,-117.162772
"Castle hole, view 2, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03200/03201v.jpg,California,San Diego,32.7174202,-117.162772
"Trading post, Storybook Land Golf, Clairmont Mesa Boulevard, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/03200/03202v.jpg,California,San Diego,32.7174202,-117.162772
"Windmill, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03203v.jpg,California,Redding,40.5863563,-122.391675
"Lighthouse, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03204v.jpg,California,Redding,40.5863563,-122.391675
"Castle, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03205v.jpg,California,Redding,40.5863563,-122.391675
"Two level green, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03206v.jpg,California,Redding,40.5863563,-122.391675
"Sign, front, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03207v.jpg,California,Redding,40.5863563,-122.391675
"Sign, back, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03208v.jpg,California,Redding,40.5863563,-122.391675
"Pine hole marker #16, Green Pines mini golf, Redding, California",https://cdn.loc.gov/service/pnp/mrg/03200/03209v.jpg,California,Redding,40.5863563,-122.391675
"Windmill, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03296v.jpg,California,Ventura,34.4458248,-119.0779359
"Overall 1, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03297v.jpg,California,Ventura,34.4458248,-119.0779359
"Overall 2, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03298v.jpg,California,Ventura,34.4458248,-119.0779359
"Castle, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03200/03299v.jpg,California,Ventura,34.4458248,-119.0779359
"Pueblo house, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03300/03300v.jpg,California,Ventura,34.4458248,-119.0779359
"Three podium hole, Golf N' Stuff, Ventura, California",https://cdn.loc.gov/service/pnp/mrg/03300/03301v.jpg,California,Ventura,34.4458248,-119.0779359
"Pump house hole, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03302v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Windmill 1, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03303v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Windmill 2, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03304v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Castle, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03305v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"USA Shuttle, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03306v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Tiger hole, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03307v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Overall, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03308v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Overall, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03309v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Clock tower, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03310v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Mission San Juan view 1, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03311v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Mission San Juan view 2, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03312v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Circular hole with stone wall, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03313v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Circular hole detail, Fountain Valley mini golf, Fountain Valley, California",https://cdn.loc.gov/service/pnp/mrg/03300/03314v.jpg,California,Fountain Valley,33.7038145,-117.9627349
"Castle Far Away, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03334v.jpg,California,Fresno,36.7394421,-119.78483
"Castle, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03335v.jpg,California,Fresno,36.7394421,-119.78483
"Windmill, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03336v.jpg,California,Fresno,36.7394421,-119.78483
"U.S. Telegraph, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03337v.jpg,California,Fresno,36.7394421,-119.78483
"Big Ben, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03338v.jpg,California,Fresno,36.7394421,-119.78483
"Star and two patches, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03339v.jpg,California,Fresno,36.7394421,-119.78483
"Star hole, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03340v.jpg,California,Fresno,36.7394421,-119.78483
"Overall view, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03341v.jpg,California,Fresno,36.7394421,-119.78483
"Crazy House, vertical, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03342v.jpg,California,Fresno,36.7394421,-119.78483
"Crazy House, horizontal, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03343v.jpg,California,Fresno,36.7394421,-119.78483
"Concrete decor, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03344v.jpg,California,Fresno,36.7394421,-119.78483
"Six bumpers, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03345v.jpg,California,Fresno,36.7394421,-119.78483
"Lighthouse, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03346v.jpg,California,Fresno,36.7394421,-119.78483
"Lighthouse view 2, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03347v.jpg,California,Fresno,36.7394421,-119.78483
"Chicks, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03348v.jpg,California,Fresno,36.7394421,-119.78483
"Carpet detail, Blackbeard's mini golf, Fresno, California",https://cdn.loc.gov/service/pnp/mrg/03300/03349v.jpg,California,Fresno,36.7394421,-119.78483
"Entrance, Castle Park Golf, Sherman Oaks, California",https://cdn.loc.gov/service/pnp/mrg/03300/03379v.jpg,California,Sherman Oaks,34.1508718,-118.448986
"Castle, Pomona Valley Golf, 7th Street, Upland, California",https://cdn.loc.gov/service/pnp/mrg/03300/03383v.jpg,California,Upland,34.09751,-117.6483876
"Boulder, Castle Amusement Park mini golf, Riverside, California",https://cdn.loc.gov/service/pnp/mrg/03400/03481v.jpg,California,Riverside,33.9824949,-117.374238
"Old Klamath Smoke House and Market, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/03500/03532v.jpg,California,Klamath,41.5265092,-124.038406
"Brontosaurus, Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/03500/03562v.jpg,California,Cabazon,33.9090305,-116.7795345
"Legend of Big Foot Gift Shop, Route 101, Garberville, California",https://cdn.loc.gov/service/pnp/mrg/03500/03575v.jpg,California,Garberville,40.100569,-123.796139
"Pumpkin sign, Route 99, Dairyville, California",https://cdn.loc.gov/service/pnp/mrg/03500/03579v.jpg,California,Dairyville,40.1298788,-122.1211032
"Brontosaurus back view, Prehistoric Museum, Cabazon, California",https://cdn.loc.gov/service/pnp/mrg/03600/03608v.jpg,California,Cabazon,33.9090305,-116.7795345
"Paul Bunyan and Babe angle 1, Trees of Mystery, Route 101, Klamath, California",https://cdn.loc.gov/service/pnp/mrg/03600/03626v.jpg,California,Klamath,41.5265092,-124.038406
"Three cabins, Wigwam Village #7, Route 66, Rialto, California",https://cdn.loc.gov/service/pnp/mrg/03700/03722v.jpg,California,Rialto,34.1064001,-117.3703235
"Giant artichoke, Horizontal, Route 183., Castroville, California",https://cdn.loc.gov/service/pnp/mrg/03700/03757v.jpg,California,Castroville,36.7657904,-121.758005
"Lighthouse at Neighborhood Church, Route 101, Orick, California",https://cdn.loc.gov/service/pnp/mrg/03700/03787v.jpg,California,Orick,41.2867896,-124.0597937
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03861v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03862v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03863v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03864v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03865v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03866v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Municipal Building, Santa Barbara, California",https://cdn.loc.gov/service/pnp/mrg/03800/03867v.jpg,California,Santa Barbara,34.4221319,-119.702667
"Courthouse, Court Street, Visalia, California",https://cdn.loc.gov/service/pnp/mrg/03900/03902v.jpg,California,Visalia,36.3302284,-119.292058
"Public parking structure, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/03900/03960v.jpg,California,Stockton,37.9577016,-121.290779
"Public parking structure, Sutter Street, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/03900/03961v.jpg,California,Stockton,37.9577016,-121.290779
"California Bridge Center, 945 North Fairfax, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/03900/03985v.jpg,California,Los Angeles,34.0536909,-118.242766
"Center Fire Station, H Street, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/03900/03988v.jpg,California,Bakersfield,35.3738712,-119.019463
"Carnegie Library (museum), F Street, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04001v.jpg,California,Eureka,40.8018746,-124.1707558
"Bank, Mountain Mike's Pizza, Broadway, King City, California",https://cdn.loc.gov/service/pnp/mrg/04000/04016v.jpg,California,King City,36.2135291,-121.1247365
"Wells Fargo Bank, Alta Street, Gonzales, California",https://cdn.loc.gov/service/pnp/mrg/04000/04017v.jpg,California,Gonzales,36.5080741,-121.4447041
"American Trust Co. credit union, column detail, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04000/04029v.jpg,California,Petaluma,38.2325829,-122.636465
"American Trust Co. credit union, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04000/04030v.jpg,California,Petaluma,38.2325829,-122.636465
"Old bank, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04000/04038v.jpg,California,Petaluma,38.2325829,-122.636465
"Bank of Eureka and Savings Bank of Humboldt County, Third and I Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04041v.jpg,California,Eureka,40.8018746,-124.1707558
"Bank of Eureka and Savings Bank of Humboldt County, Third and I Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04042v.jpg,California,Eureka,40.8018746,-124.1707558
"Bank of Eureka and Savings Bank of Humboldt County, detail, Third and I Streets, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04000/04043v.jpg,California,Eureka,40.8018746,-124.1707558
"Bank of America,Westwood Boulevard and Kinross, Westwood, California",https://cdn.loc.gov/service/pnp/mrg/04000/04080v.jpg,California,Westwood,34.0668947,-118.439944
"Masonic Temple (1920), door detail, Lassen Street, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/04100/04136v.jpg,California,Susanville,40.4162842,-120.653006
"Masonic Temple (1924), pediment detail, Lassen Street, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/04100/04137v.jpg,California,Susanville,40.4162842,-120.653006
"Masonic Temple (1924), pediment detail, Lassen Street, Susanville, California",https://cdn.loc.gov/service/pnp/mrg/04100/04138v.jpg,California,Susanville,40.4162842,-120.653006
"Masonic Temple, Petaluma Boulevard and Western Avenue, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04100/04147v.jpg,California,Petaluma,38.2325829,-122.636465
"Tom's Auto Body, 7229 West Melrose, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04200/04204v.jpg,California,Los Angeles,34.0536909,-118.242766
"Elmore Pharmacy sign, Walnut Street, Red Bluff, California",https://cdn.loc.gov/service/pnp/mrg/04200/04212v.jpg,California,Red Bluff,40.1784279,-122.235923
"Greyhound Bus sign, Gabilan Street, Salinas, California",https://cdn.loc.gov/service/pnp/mrg/04200/04231v.jpg,California,Salinas,36.6744117,-121.655037
"Korea Times Building, Vermont Avenue, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04200/04272v.jpg,California,Los Angeles,34.0536909,-118.242766
"Crossroads of the World, Vine Street, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04319v.jpg,California,Hollywood,34.0980031,-118.329523
"Crossroads of the World, Hollywood Boulevard, side porthole, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04320v.jpg,California,Hollywood,34.0980031,-118.329523
"Crossroads of the World, Hollywood Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04321v.jpg,California,Hollywood,34.0980031,-118.329523
"Crossroads of the World, Sunset Boulevard, Hollywood, California",https://cdn.loc.gov/service/pnp/mrg/04300/04322v.jpg,California,Hollywood,34.0980031,-118.329523
"Barber-Levy Shop, El Cajon Road, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04300/04324v.jpg,California,San Diego,32.7174202,-117.162772
"Dellard Furniture Imports, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04357v.jpg,California,Los Angeles,34.0536909,-118.242766
"Dellard Furniture Imports, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04358v.jpg,California,Los Angeles,34.0536909,-118.242766
"The Craft Company, Red Bluff, California",https://cdn.loc.gov/service/pnp/mrg/04300/04364v.jpg,California,Red Bluff,40.1784279,-122.235923
"The Craft Company, Red Bluff, California",https://cdn.loc.gov/service/pnp/mrg/04300/04366v.jpg,California,Red Bluff,40.1784279,-122.235923
"Beverly Upholstery, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04378v.jpg,California,Los Angeles,34.0536909,-118.242766
"Roth Draperies, Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04300/04379v.jpg,California,Los Angeles,34.0536909,-118.242766
"Cafe Waterfront, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04300/04393v.jpg,California,Eureka,40.8018746,-124.1707558
"Blue Fox Lounge, Bakersfield, California",https://cdn.loc.gov/service/pnp/mrg/04400/04403v.jpg,California,Bakersfield,35.3738712,-119.019463
"Strip mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04411v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Strip mall, La Mesa, California",https://cdn.loc.gov/service/pnp/mrg/04400/04412v.jpg,California,La Mesa,32.7678288,-117.0230839
"Carousel Mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04413v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Carousel Mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04414v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Carousel Mall, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04400/04415v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Jeffrey Anderson Jewelry, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04400/04438v.jpg,California,Eureka,40.8018746,-124.1707558
"Jeffrey Anderson Jewelry, Eureka, California",https://cdn.loc.gov/service/pnp/mrg/04400/04439v.jpg,California,Eureka,40.8018746,-124.1707558
"Vintage Bank Antiques, Petaluma, California",https://cdn.loc.gov/service/pnp/mrg/04400/04488v.jpg,California,Petaluma,38.2325829,-122.636465
"Law office, Stockton, California",https://cdn.loc.gov/service/pnp/mrg/04500/04510v.jpg,California,Stockton,37.9577016,-121.290779
"Bed Bath & Beyond, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/04500/04536v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Bed Bath & Beyond, San Luis Obispo, California",https://cdn.loc.gov/service/pnp/mrg/04500/04537v.jpg,California,San Luis Obispo,35.3540209,-120.375716
"Harris Department Store, San Bernardino, California",https://cdn.loc.gov/service/pnp/mrg/04500/04571v.jpg,California,San Bernardino,34.8253019,-116.0833144
"Kelli Clothing, Merced, California",https://cdn.loc.gov/service/pnp/mrg/04500/04572v.jpg,California,Merced,37.1641544,-120.7678602
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04604v.jpg,California,San Diego,32.7174202,-117.162772
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04605v.jpg,California,San Diego,32.7174202,-117.162772
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04606v.jpg,California,San Diego,32.7174202,-117.162772
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04607v.jpg,California,San Diego,32.7174202,-117.162772
"Palisade Garden Roller Skating, San Diego, California",https://cdn.loc.gov/service/pnp/mrg/04600/04608v.jpg,California,San Diego,32.7174202,-117.162772
"Beacon Liquors, West Los Angeles, California",https://cdn.loc.gov/service/pnp/mrg/04600/04620v.jpg,California,West Los Angeles,34.0468546,-118.430254
"Helms Bakery, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/04600/04632v.jpg,California,Culver City,34.0211224,-118.396466
"Helms Bakery, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/04600/04633v.jpg,California,Culver City,34.0211224,-118.396466
"Helms Bakery, Culver City, California",https://cdn.loc.gov/service/pnp/mrg/04600/04634v.jpg,California,Culver City,34.0211224,-118.396466
